Id, Latitude, Longitude, X, Y
1434078324,39.6256568,52.5906729,4411107.93732502,6873676.19911598
1434078356,39.6210179,52.5855555,4410591.53733918,6872740.86613269
1434078360,39.6233716,52.5909075,4410853.55002466,6873719.08077146
1434078381,39.6250678,52.5919233,4411042.37014494,6873904.75771181
1434078384,39.6216802,52.5873379,4410665.26423793,6873066.6319048
1434078388,39.6241279,52.5911438,4410937.74095554,6873762.2733968
1434078395,39.6240314,52.5911242,4410926.99862468,6873758.69075795
1434078406,39.6260699,52.5908456,4411153.92340667,6873707.76627985
1434078429,39.6220384,52.5909159,4410705.13887953,6873720.61618028
1434078434,39.6242712,52.5910955,4410953.69303858,6873753.44475397
1434078449,39.6227138,52.5904408,4410780.32406361,6873633.77465317
1434078493,39.6257169,52.5914866,4411114.62762641,6873824.93327954
1434078499,39.6256257,52.5916398,4411104.47528885,6873852.93663028
1434078515,39.6211089,52.587817,4410601.66741284,6873154.19834794
1434078542,39.6235872,52.590913,4410877.55050687,6873720.08609863
1434078561,39.6202391,52.5877046,4410504.84171975,6873133.6546001
1434078575,39.6258295,52.5906197,4411127.16220108,6873666.47491929
1434103013,39.6239081,52.5914611,4410913.27293147,6873820.27215694
1434103093,39.6199343,52.5921131,4410470.91153895,6873939.45152012
1434103163,39.6342537,52.5988688,4412064.93985542,6875174.4337693
1434103183,39.6317479,52.5968631,4411785.99547539,6874807.75987329
1434103216,39.6185543,52.5930681,4410317.29064166,6874114.01960183
1434103387,39.6330909,52.5979498,4411935.49755153,6875006.42384233
1434103417,39.6314788,52.5966525,4411756.03940042,6874769.25981867
1434105771,39.6344932,52.5990481,4412091.60087346,6875207.21348573
1434617519,39.5932459,52.5649741,4407499.97244087,6868980.20786875
1434617608,39.5958803,52.5664608,4407793.23250741,6869251.80005217
1434617822,39.5839548,52.5597673,4406465.69191996,6868029.09617667
1434618112,39.60997,52.5668928,4409361.69073684,6869330.72007796
1434618116,39.5849593,52.5603211,4406577.51234846,6868130.25189255
1434618350,39.5846409,52.5606884,4406542.06822259,6868197.34269508
1434657440,39.6135506,52.5719907,4409760.28130558,6870262.09019751
1434657457,39.6137974,52.5718081,4409787.7549559,6870228.72787922
1434657479,39.6137116,52.5715848,4409778.20374359,6870187.92957131
1434657506,39.6139849,52.5714125,4409808.62736043,6870156.44942537
1434657607,39.6144204,52.5728421,4409857.10699867,6870417.64887417
1434657635,39.613497,52.5719157,4409754.31458087,6870248.38714736
1434657763,39.6142346,52.5713321,4409836.42383728,6870141.75995117
1434660090,39.6158552,52.5722161,4410016.82820406,6870303.27257266
1434660101,39.6168954,52.5732915,4410132.62273838,6870499.75964628
1434660103,39.6155915,52.5729741,4409987.47325434,6870441.76677025
1434660105,39.6168307,52.5733262,4410125.42036733,6870506.0997878
1434660106,39.6164793,52.5734371,4410086.30269826,6870526.36269465
1434660107,39.6162999,52.5726672,4410066.33198161,6870385.69277426
1434660108,39.6158914,52.5728442,4410020.85796963,6870418.0325674
1445535416,39.6215315,52.5888322,4410648.71102965,6873339.75246227
1445535417,39.6194964,52.5893633,4410422.16473394,6873436.82647465
1612053378,39.6162801,52.5890942,4410064.1278557,6873387.64045467
1629919273,39.6108563,52.5673977,4409460.35320153,6869422.95884819
1629928226,39.6157548,52.5715024,4410005.65172718,6870172.8746282
1629928229,39.6157979,52.571544,4410010.44959724,6870180.47517845
1629931247,39.6204343,52.5779465,4410526.57128435,6871350.3337543
1629933188,39.6185862,52.5829196,4410320.84173342,6872259.13223217
1629945190,39.6164571,52.5886069,4410083.83140557,6873298.57267446
1629945195,39.6160798,52.5895878,4410041.83056169,6873477.86075179
1649001626,39.584231,52.5599196,4406496.43836331,6868056.91478389
1649001629,39.5837653,52.5602025,4406444.59687645,6868108.58860669
1649001653,39.5842827,52.5599481,4406502.19358099,6868062.12050909
1649001659,39.5837175,52.5601739,4406439.27580479,6868103.36458535
1649030383,39.5928226,52.5649015,4407452.85090041,6868966.94544843
1649030434,39.5935944,52.5651708,4407538.76728341,6869016.14073548
1649030463,39.5931469,52.5649182,4407488.95181128,6868969.9961685
1649030469,39.5929797,52.5649897,4407470.33919242,6868983.05764789
1649057545,39.6001222,52.5690059,4408265.43865541,6869716.7635257
1649057550,39.6005305,52.5690852,4408310.8904035,6869731.25125198
1649057595,39.6004275,52.569027,4408299.42449595,6869720.61839103
1649057620,39.6002503,52.5690798,4408279.69868218,6869730.26469727
1780608678,39.6265483,52.589986,4411207.17865106,6873550.64456394
1780608679,39.6266349,52.5900868,4411216.81891896,6873569.06909996
1780608680,39.6267414,52.5902956,4411228.67444473,6873607.23434577
1780608681,39.6261467,52.5897283,4411162.47274356,6873503.54155387
1780608685,39.6252876,52.5897742,4411066.83816902,6873511.93124309
1780608686,39.6257704,52.5897579,4411120.58321917,6873508.95189711
1780608688,39.6255559,52.5897644,4411096.7051884,6873510.13997973
1780608689,39.62661,52.5901701,4411214.04706364,6873584.29496394
1780608690,39.6264329,52.5899029,4411194.33238182,6873535.45532073
1780608695,39.6260046,52.5897446,4411146.65424392,6873506.52089783
1827732775,39.6254506,52.5924963,4411084.98324602,6874009.49764607
1827840249,39.6245284,52.5757491,4410982.32441161,6870948.807613
1902783792,39.6188645,52.5895381,4410351.8219477,6873468.77653058
1902783797,39.6193281,52.5901709,4410403.42966363,6873584.44119087
1902783800,39.6197025,52.5903743,4410445.10768099,6873621.61947387
1902783813,39.6198931,52.5904275,4410466.32517593,6873631.34361583
1902783816,39.6197523,52.5904585,4410450.65139163,6873637.00994463
1902783822,39.6215683,52.5906294,4410652.80758691,6873668.24793923
1902783829,39.6203215,52.5907801,4410514.01444579,6873695.79377392
1902783860,39.620884,52.5909405,4410576.63165936,6873725.11273639
1902783863,39.6206384,52.5909585,4410549.29159242,6873728.402901
1902783869,39.6208603,52.5910938,4410573.99338743,6873753.13401516
1902818279,39.6203342,52.5902204,4410515.42820332,6873593.48898713
1902818281,39.6199768,52.5904608,4410475.64261731,6873637.43034982
1902818284,39.6211613,52.5906743,4410607.50055416,6873676.45501605
1902818287,39.6208293,52.5908976,4410570.54248321,6873717.27118287
1902818289,39.6208557,52.5909106,4410573.48131777,6873719.6474104
1902818292,39.6209977,52.5910037,4410589.28868546,6873736.66487591
2103213135,39.5986584,52.5771778,4408102.48918478,6871209.86856869
2103213159,39.5994738,52.5758999,4408193.25909758,6870976.36232396
2103213183,39.6009008,52.5793261,4408352.11201094,6871602.43540867
2103213205,39.6024074,52.5791041,4408519.82595577,6871561.86762826
2103213226,39.5988347,52.5767537,4408122.11481101,6871132.37348501
2103213236,39.603285,52.579608,4408617.51994089,6871653.9494778
2103213257,39.5992163,52.5763368,4408164.5943287,6871056.19477955
2103213259,39.5992432,52.576177,4408167.588823,6871026.99526727
2103213283,39.6039564,52.5785313,4408692.25984701,6871457.19639885
2103213303,39.602402,52.5794561,4408519.22483052,6871626.19141195
2103213317,39.600432,52.5747797,4408299.92543366,6870771.6776801
2103213330,39.6004662,52.5787426,4408303.73256024,6871495.80837359
2103213355,39.599624,52.5780319,4408209.97928509,6871365.93911957
2103213362,39.6018932,52.5797074,4408462.5854736,6871672.11379441
2103213365,39.6042642,52.5789121,4408726.52398627,6871526.78214683
2103213368,39.5996079,52.5755609,4408208.18704129,6870914.41917497
2103213370,39.6042642,52.5791142,4408726.52398627,6871563.71327504
2103213397,39.599211,52.57649,4408164.0043354,6871084.18840489
2103213399,39.5987013,52.577393,4408107.26479094,6871249.19199289
2103213416,39.5999405,52.5782992,4408245.21190393,6871414.78374484
2103213453,39.5967206,52.5776763,4407886.77427553,6871300.95960314
2103213456,39.6001068,52.5752088,4408263.72433525,6870850.08286224
2103213480,39.6015209,52.5798532,4408421.14122718,6871698.75730351
2103213482,39.6003796,52.5748922,4408294.09229234,6870792.23361342
2111856864,39.6236534,52.5749729,4410884.91985716,6870806.97910224
2111856865,39.623795,52.5746067,4410900.68269706,6870740.06732606
2111856867,39.6235038,52.574318,4410868.26646134,6870687.31668489
2111856868,39.6194883,52.5714734,4410421.26304606,6870167.57617198
2111856875,39.6256705,52.5737007,4411109.46240204,6870574.52613169
2111856876,39.6209153,52.5719592,4410580.11595942,6870256.33491358
2111856878,39.6244236,52.5743196,4410970.65812897,6870687.60903247
2111856880,39.6192255,52.5716005,4410392.00828388,6870190.79805277
2111856883,39.619907,52.5714403,4410467.87251685,6870161.52862797
2111856887,39.6255267,52.5739356,4411093.45465927,6870617.44591921
2111856889,39.6261464,52.5738419,4411162.43934771,6870600.32548244
2111856890,39.6258899,52.5736089,4411133.88589832,6870557.75294419
2111856896,39.6249108,52.5759357,4411024.89298489,6870982.90384095
2111856903,39.6238925,52.5720097,4410911.53634741,6870265.56164062
2111856904,39.6232812,52.5730443,4410843.48674269,6870454.59313561
2111856905,39.6232424,52.572749,4410839.16754645,6870400.63849287
2111856908,39.6241351,52.5758084,4410938.54245588,6870959.643108
2111856910,39.6236815,52.5725567,4410888.04793486,6870365.5033089
2111856911,39.6248084,52.5728963,4411013.49386903,6870427.55181964
2111856912,39.6197458,52.5715647,4410449.92781494,6870184.25718572
2111856914,39.6211462,52.5760762,4410605.81962985,6871008.57660614
2111856917,39.6237349,52.5724182,4410893.99239566,6870340.19803312
2111856918,39.625073,52.5744532,4411042.94900629,6870712.02009376
2111856920,39.6203617,52.5712463,4410518.48948932,6870126.08390035
2111856923,39.6247822,52.5729526,4411010.57729837,6870437.83847159
2111856924,39.6251105,52.5725553,4411047.1234872,6870365.2475151
2111856925,39.6206138,52.5719484,4410546.55313295,6870254.36167433
2111856927,39.6214138,52.5753928,4410635.60872558,6870883.7035914
2111856929,39.6235896,52.5727949,4410877.81767365,6870409.02491692
2111856930,39.6250247,52.5757796,4411037.57227489,6870954.38067351
2111856934,39.6251052,52.5755253,4411046.5334939,6870907.91425864
2111856935,39.6252149,52.5724756,4411058.74524204,6870350.68555283
2111856936,39.624099,52.5720361,4410934.52382226,6870270.38512198
2111856937,39.6209727,52.5764502,4410586.50569819,6871076.91590008
2111856941,39.6213808,52.5719235,4410631.93518239,6870249.81226348
2111856943,39.6253923,52.5738171,4411078.4933197,6870595.79414567
2111856944,39.624452,52.5743077,4410973.81960251,6870685.43469756
2111856945,39.6237799,52.5739789,4410899.00177275,6870625.35751021
2111856947,39.6242529,52.5726227,4410951.65589189,6870377.56216894
2111856949,39.6236511,52.5719526,4410884.66382233,6870255.12904509
2111856951,39.621441,52.57222,4410638.63661573,6870303.98513559
2111856954,39.6223317,52.5729139,4410737.78888618,6870430.7675389
2111856956,39.6250781,52.5740914,4411043.5167357,6870645.91306624
2111856960,39.6236289,52.5717883,4410882.19252964,6870225.11028683
2111856961,39.6241818,52.5728732,4410943.7410761,6870423.33119009
2111856962,39.6207257,52.5724964,4410559.00978397,6870354.48591181
2111856963,39.6239676,52.572427,4410919.89644117,6870341.80587497
2111856965,39.6205754,52.5760642,4410542.2784645,6871006.38391122
2111856966,39.6252658,52.5723374,4411064.41140412,6870325.43513677
2111856968,39.6219078,52.5741145,4410690.60055403,6870650.13381364
2111856972,39.6241286,52.5738338,4410937.81887919,6870598.8454891
2111856975,39.6209153,52.5724906,4410580.11595942,6870353.42619615
2111856984,39.6233434,52.5727623,4410850.41081502,6870403.06854512
2111856985,39.6213131,52.5760493,4410624.39885286,6871003.66131587
2111856986,39.6231088,52.5749246,4410824.29526248,6870798.15373205
2111856987,39.6232595,52.5729242,4410841.07110974,6870432.64946611
2111856989,39.6231042,52.5726727,4410823.78319282,6870386.69768112
2111856990,39.6239596,52.5724873,4410919.00588524,6870352.82325453
2111856991,39.6226268,52.5753215,4410770.63926791,6870870.67554202
2111856992,39.6239301,52.5724433,4410915.72196027,6870344.78403743
2111856995,39.6257685,52.5741568,4411120.37171214,6870657.86272051
2111856998,39.6218684,52.5726292,4410686.2145661,6870378.74978493
2111856999,39.6234529,52.575033,4410862.60029926,6870817.96058065
2111857000,39.6208662,52.5753175,4410574.65017242,6870869.9446563
2111857001,39.6230881,52.5749841,4410821.99094902,6870809.02556628
2111857002,39.6209796,52.5720276,4410587.27380268,6870268.83210683
2111857004,39.6247012,52.5746076,4411001.56041962,6870740.23177267
2111857007,39.6223661,52.5755417,4410741.61827666,6870910.91090483
2111857008,39.619719,52.5714212,4410446.94445259,6870158.03895965
2111857014,39.6204019,52.5717111,4410522.96453285,6870211.00534633
2111857015,39.622262,52.575584,4410730.02991767,6870918.64006453
2111857018,39.6219509,52.5757665,4410695.39842409,6870951.98699787
2111857019,39.6214861,52.5720906,4410643.65712477,6870280.34269689
2111857020,39.6205505,52.572295,4410539.50660918,6870317.6882813
2111857021,39.6228989,52.5727163,4410800.92930136,6870394.66385628
2111857022,39.6212428,52.5758546,4410616.57309266,6870968.08493725
2111857024,39.6237355,52.5724167,4410894.05918736,6870339.92396921
2111857026,39.6196388,52.5711729,4410438.01662942,6870112.67341048
2111857028,39.6246705,52.5740983,4410998.14291125,6870647.17380874
2111857031,39.6203362,52.5761349,4410515.6508423,6871019.30254747
2111857032,39.6207846,52.576074,4410565.56650198,6871008.17461202
2111857034,39.6209453,52.5718695,4410583.45554415,6870239.94608019
2111857035,39.6197136,52.5715092,4410446.34332734,6870174.11702534
2111857040,39.6223347,52.572795,4410738.12284465,6870409.04318801
2111857042,39.6256547,52.5738794,4411107.70355409,6870607.17730704
2111857047,39.6254992,52.5739104,4411090.39337327,6870612.8414865
2111857050,39.6215375,52.5719429,4410649.37894659,6870253.35678416
2111857052,39.6252446,52.571975,4411062.05143091,6870259.2216904
2111857053,39.6227124,52.5738794,4410780.16821633,6870607.17730704
2111857055,39.6202563,52.5759713,4410506.75641499,6870989.40881847
2111857056,39.6236621,52.5717076,4410885.88833673,6870210.36587423
2111857057,39.6220206,52.5726508,4410703.1573926,6870382.69632549
2111857059,39.6227676,52.5742246,4410786.31305222,6870670.25091311
2111857062,39.6250578,52.5719936,4411041.25695003,6870262.62004925
2111857064,39.6233081,52.5721136,4410846.48123699,6870284.54497995
2111857065,39.6229755,52.5750167,4410809.45637435,6870814.98224141
2111857066,39.6202504,52.5716685,4410506.09962999,6870203.22206083
2111857068,39.6253466,52.5718576,4411073.40601897,6870237.77186737
2111857069,39.6240991,52.5725069,4410934.53495421,6870356.40436295
2111857073,39.6240484,52.5735497,4410928.89105603,6870546.93626682
2111857074,39.6261161,52.5735143,4411159.06636714,6870540.46819311
2111857075,39.6263736,52.573749,4411187.73113602,6870583.35125431
2111857076,39.6222784,52.5741631,4410731.85555732,6870659.01383494
2111857078,39.6239775,52.5738966,4410920.99850413,6870610.32001257
2111857079,39.6213467,52.5725429,4410628.13918775,6870362.9819132
2111857080,39.6227824,52.5753851,4410787.96058068,6870882.29663413
2111857083,39.6207122,52.5763663,4410557.50697084,6871061.58518932
2111857086,39.6204486,52.5764419,4410528.16315307,6871075.39927304
2111857087,39.6240293,52.5737278,4410926.76485375,6870579.47770032
2111857089,39.6208071,52.5763797,4410568.07119052,6871064.03371564
2111857094,39.6245898,52.5742479,4410989.15942834,6870674.50821678
2111857098,39.6239033,52.5736806,4410912.73859791,6870570.85356801
2111857101,39.6249738,52.5730813,4411031.90611281,6870461.35347893
2111857106,39.6242627,52.572057,4410952.7468229,6870274.20371346
2111857109,39.6232883,52.5728537,4410844.27711107,6870419.76832273
2111857110,39.6249627,52.5739968,4411030.67046646,6870628.62812402
2111857117,39.6235393,52.5720062,4410872.21830326,6870264.92216415
2111857118,39.6228786,52.5753139,4410798.6695157,6870869.28685919
2111857119,39.6204327,52.5763305,4410526.39317317,6871055.04360777
2111857123,39.6230645,52.5728235,4410819.36380903,6870414.25044923
2111857128,39.6257835,52.5739903,4411122.0415045,6870627.4404708
2111857130,39.620566,52.5763762,4410541.23206129,6871063.39417511
2111857131,39.6220277,52.5741308,4410703.94776098,6870653.11209128
2111857132,39.6242788,52.5744108,4410954.5390667,6870704.27286262
2111857133,39.6210443,52.575998,4410594.47617373,6870994.28755509
2111857134,39.6244102,52.5743554,4410969.16644779,6870694.15031252
2111857136,39.6251746,52.5722102,4411054.25906656,6870302.19459296
2111857141,39.6259242,52.5739328,4411137.70415686,6870616.93431545
2111871411,39.6217566,52.5726123,4410673.76904703,6870375.66198373
2111871431,39.6223917,52.5720511,4410744.46805563,6870273.12573769
2111871435,39.6217218,52.5729871,4410669.89512875,6870444.14202153
2111871447,39.6188127,52.573641,4410346.05559808,6870563.61807437
2111871456,39.622227,52.5726757,4410726.1337355,6870387.24581218
2111871463,39.6210426,52.574837,4410594.2869306,6870782.14749551
2111871477,39.6205451,52.573485,4410538.90548393,6870535.11467845
2111871482,39.6209424,52.5747625,4410583.13271762,6870768.53491096
2111871485,39.6216013,52.572972,4410656.48113011,6870441.38307588
2111871493,39.619129,52.5747988,4410381.26595302,6870775.16761704
2111871494,39.6214995,52.5735925,4410645.14880594,6870554.75643074
2111871496,39.6200519,52.573266,4410484.00271107,6870495.10046769
2111871499,39.6208029,52.5728781,4410567.60364866,6870424.22647496
2111871511,39.6184728,52.5733172,4410308.21810316,6870504.4553702
2111871523,39.6194778,52.5729262,4410420.09419141,6870433.01488892
2111871533,39.6198192,52.5732551,4410458.09866556,6870493.10889806
2111871558,39.6213804,52.5735796,4410631.89065459,6870552.39941792
2111894537,39.6218279,52.5761103,4410681.70612672,6871014.80751749
2111894538,39.6177181,52.573605,4410224.20528346,6870557.04035857
2111894541,39.6205239,52.5723655,4410536.54551073,6870330.56925975
2111894545,39.6179728,52.5736713,4410252.55835776,6870569.1543227
2111894547,39.6209317,52.5722029,4410581.94159907,6870300.86082166
2114805083,39.6182173,52.5821577,4410279.77597326,6872119.89373206
2114805084,39.6183803,52.5820685,4410297.92105026,6872103.59244182
2114805085,39.6185222,52.5830992,4410313.717286,6872291.95478699
2114805087,39.6188687,52.5821291,4410352.28948956,6872114.66708156
2161078340,39.617777,52.5850461,4410230.76200146,6872647.76653431
2161078341,39.6172485,52.5864812,4410171.92965058,6872910.05285468
2161524642,39.6207009,52.5772089,4410556.2490606,6871215.55144933
2161524649,39.620185,52.5771626,4410498.81933529,6871207.09108509
2161524659,39.6175654,52.5898917,4410207.20679721,6873533.4081566
2161524662,39.6188567,52.5806711,4410350.95365568,6871848.22209647
2161524664,39.619697,52.5891285,4410444.49542379,6873393.90978185
2161524667,39.6207537,52.5893897,4410562.12672971,6873441.65187534
2161524669,39.620125,52.5788126,4410492.14016585,6871508.59988778
2161524673,39.6200675,52.5772164,4410485.73929513,6871216.92191954
2161524690,39.6193573,52.5809462,4410406.68019277,6871898.4950879
2161524693,39.6206353,52.5774012,4410548.946502,6871250.69037999
2161524698,39.61943,52.580759,4410414.77311975,6871864.285297
2161524705,39.6201239,52.5773253,4410492.01771441,6871236.82117356
2161524710,39.6195818,52.5787433,4410431.67141845,6871495.93628863
2161524713,39.6187864,52.5808762,4410343.12789547,6871885.70294804
2181887441,39.5959933,52.5666815,4407805.81160987,6869292.11858811
2181887490,39.6006114,52.5716586,4408319.8961503,6870201.41327021
2181887494,39.6089241,52.5837876,4409245.26168142,6872417.76364877
2181887515,39.6093996,52.5836152,4409298.19409929,6872386.25642031
2181887523,39.5993931,52.5716552,4408184.27561467,6870200.79206949
2181887534,39.6074722,52.5796131,4409083.63691274,6871654.88144877
2181887585,39.6109172,52.5818368,4409467.13255852,6872061.24944793
2181887587,39.6101744,52.5828577,4409384.44444076,6872247.8198128
2181887590,39.6107131,52.5814294,4409444.41225045,6871986.79796181
2181887593,39.6096449,52.5838191,4409325.50077039,6872423.52049341
2181887606,39.6102518,52.5830801,4409393.06056935,6872288.46418593
2181887615,39.616798,52.5781846,4410121.78021998,6871393.84246593
2181887644,39.6090606,52.5838011,4409260.45679191,6872420.2308674
2181887662,39.599796,52.5715902,4408229.12623751,6870188.91618265
2181887668,39.5998282,52.5712478,4408232.71072512,6870126.35795692
2181887682,39.5981012,52.5718744,4408040.46196452,6870240.84134447
2181887688,39.6100431,52.5838299,4409369.82819162,6872425.49426968
2181887708,39.6003219,52.5707049,4408287.66915772,6870027.16836517
2181887730,39.5985938,52.5718867,4408095.29794568,6870243.08864095
2181887751,39.6196877,52.5784662,4410443.46015252,6871445.3003667
2181887753,39.6104914,52.5671887,4409419.73271934,6869384.77709272
2181887788,39.6108447,52.5811044,4409459.06189544,6871927.4053996
2181887799,39.6110498,52.5814757,4409481.893523,6871995.2591536
2181887808,39.5968511,52.5671631,4407901.30146907,6869380.10029697
2181887817,39.6100746,52.5669498,4409373.33475558,6869341.13319525
2181887823,39.6016585,52.5714245,4408436.45878911,6870158.64188653
2181887834,39.6090737,52.5808608,4409261.91507724,6871882.88868004
2181887840,39.6089719,52.581149,4409250.58275308,6871935.55586039
2181887843,39.6160457,52.5780664,4410038.03456706,6871372.24340343
2181887856,39.6005846,52.5714272,4408316.91278795,6870159.13519037
2181887863,39.5995027,52.5709881,4408196.47623086,6870078.9097702
2181887876,39.6005089,52.5710879,4408308.4859025,6870097.14357982
2181970585,39.6410112,52.5828919,4412817.18131445,6872254.06996821
2181970624,39.6199194,52.5885444,4410469.25287854,6873287.14911367
2181970636,39.6234207,52.5876215,4410859.01581165,6873118.46615153
2181970654,39.637755,52.5839512,4412454.70278853,6872447.6627348
2181970661,39.6391887,52.5840521,4412614.30154248,6872466.10299719
2181970663,39.6311192,52.5856754,4411716.00891153,6872762.77960418
2181970671,39.6226912,52.5877747,4410777.80824312,6873146.46702025
2181970673,39.6249872,52.5872695,4411033.39779398,6873054.13032452
2181970674,39.6336244,52.5850105,4411994.88649986,6872641.26020334
2181970675,39.6265434,52.5868618,4411206.63318556,6872979.61473303
2181970677,39.6343593,52.584916,4412076.69519365,6872623.9892101
2181970682,39.6290158,52.5862233,4411481.85949459,6872862.91707671
2181970702,39.6236353,52.587527,4410882.90497438,6873101.19412425
2181970735,39.6349757,52.5846979,4412145.31252777,6872584.12899714
2181970742,39.636408,52.5842579,4412304.75543443,6872503.71468543
2181970788,39.6325832,52.5852846,4411878.98064605,6872691.35543351
2181970790,39.6341961,52.5855205,4412058.52785275,6872734.46938422
2181970803,39.6219085,52.5880057,4410690.67847768,6873188.68783727
2181970844,39.6355009,52.5765534,4412203.77752434,6871095.77326294
2181970877,39.6224128,52.5878493,4410746.81689688,6873160.10194363
2410278138,39.6018828,52.5698278,4408461.4277509,6869866.9219563
2410278165,39.6012714,52.5701431,4408393.36701423,6869924.52698135
2410278196,39.6020041,52.5701789,4408474.93080513,6869931.06763531
2416245589,39.6162462,52.5686059,4410060.35412496,6869643.68586255
2416245591,39.6159373,52.5687107,4410025.96753425,6869662.83214554
2416245592,39.6166352,52.5687571,4410103.65740688,6869671.30914048
2416245597,39.6147061,52.5691763,4409888.91097719,6869747.89481365
2416245605,39.6172849,52.5693787,4410175.98168005,6869784.87251082
2416245606,39.61769,52.569737,4410221.07720577,6869850.33295555
2416245608,39.6181713,52.5701295,4410274.65527669,6869922.04226505
2416245610,39.6191579,52.5708291,4410384.4830863,6870049.85999934
2416245612,39.6214381,52.5717702,4410638.31378921,6870221.80329724
2416245616,39.6225332,52.5720117,4410760.21976358,6870265.92705577
2416245618,39.6231536,52.5720963,4410829.28237566,6870281.38413205
2416245621,39.6225154,52.5728149,4410758.23827664,6870412.67913496
2416245623,39.6214214,52.5753732,4410636.45475371,6870880.12224611
2754622328,39.6125065,52.5730556,4409644.05262524,6870456.6577804
2754622368,39.6106318,52.5730626,4409435.36197585,6870457.93676415
2754622370,39.6107403,52.5731719,4409447.4401406,6870477.90720868
2754622372,39.6109287,52.5732448,4409468.41273267,6870491.22695658
2754622373,39.6110053,52.5732701,4409476.93980566,6870495.84959033
2754622375,39.6112841,52.5734385,4409507.97567969,6870526.61849362
2754622377,39.6113885,52.573459,4409519.59743453,6870530.36412238
2754634553,39.6031941,52.5696944,4408607.40099918,6869842.55002216
2754651091,39.6092159,52.5805741,4409277.74470884,6871830.49596281
2754651092,39.6104307,52.5807211,4409412.97562625,6871857.35929416
2754651095,39.6105952,52.5808822,4409431.28768249,6871886.79941637
2754651098,39.6105215,52.5810596,4409423.08343602,6871919.21839803
2754658221,39.6171275,52.5850264,4410158.4599922,6872644.16612017
4057861750,39.6361636,52.5737632,4412277.54895089,6870585.94580568
4069966940,39.6020221,52.573237,4408476.93455597,6870489.8017973
4069966941,39.6015657,52.5731197,4408426.12834037,6870468.36962509
4069976091,39.6188342,52.5928744,4410348.44896713,6874078.61213311
4069976125,39.6268021,52.5896508,4411235.43153782,6873489.37597666
4069976126,39.6275827,52.5897595,4411322.32753234,6873509.2443482
4069976127,39.6281437,52.5896582,4411384.77776667,6873490.72855971
4069976128,39.6275827,52.5890161,4411322.32753234,6873373.36541616
4069976841,39.6287739,52.5895347,4411454.93130977,6873468.15507518
4069977486,39.6034424,52.5763933,4408635.04162874,6871066.5187879
4069978064,39.6234514,52.5811987,4410862.43332002,6871944.63833438
4069978065,39.6238765,52.5811321,4410909.75523556,6871932.4674561
4069978066,39.6240358,52.5810804,4410927.48843044,6871923.01950485
4069978067,39.6249807,52.581203,4411032.67421729,6871945.42414248
4069981982,39.6141867,52.5801449,4409831.09163367,6871752.06286304
4069981983,39.6143115,52.5798655,4409844.98430612,6871701.00501102
4069981984,39.6138887,52.5797766,4409797.91842541,6871684.75939942
4069981985,39.6140351,52.579285,4409814.21559887,6871594.92487158
4069984803,39.6037531,52.5755382,4408669.62859453,6870910.27137658
4069984804,39.6029007,52.5758357,4408574.73986058,6870964.63146057
4069985016,39.604883,52.576694,4408795.40848718,6871121.46466434
4069985017,39.6041063,52.576948,4408708.94663868,6871167.87750553
4069990103,39.6138448,52.5696017,4409793.03149977,6869825.61394689
4069990104,39.6133718,52.5697442,4409740.37738062,6869851.64838166
4069992244,39.6125811,52.5684162,4409652.35705925,6869609.02901497
4069993422,39.6165154,52.57224,4410090.32133188,6870307.63930548
4069993423,39.617234,52.5719684,4410170.31551796,6870258.01582147
4069993424,39.6171527,52.5715854,4410161.26524336,6870188.03919479
4123030192,39.6156733,52.5876499,4409996.57918868,6873123.65690567
4123030193,39.6159231,52.5868799,4410024.38679748,6872982.92286691
4123030194,39.6163678,52.5869345,4410073.89057504,6872992.9021078
4123030195,39.6160049,52.588028,4410033.49273183,6873192.76371153
4123030196,39.61645,52.5866868,4410083.04103718,6872947.63008403
4123030233,39.6160377,52.5855183,4410037.14401113,6872734.06730306
4123030234,39.6163741,52.5855137,4410074.59188783,6872733.22658798
4123030235,39.6168822,52.585623,4410131.1533211,6872753.2027335
4123030236,39.6159507,52.5854746,4410027.45921543,6872726.08051331
4123030237,39.6160487,52.5852732,4410038.36852553,6872689.27193353
4123030238,39.6159783,52.5852238,4410030.53163338,6872680.24343992
4123030239,39.6151471,52.5845937,4409938.00287263,6872565.08535274
4123030240,39.6159561,52.5880116,4410028.06034068,6873189.76620739
4123030241,39.6149704,52.5894935,4409918.3327186,6873460.62450185
4123030242,39.6155192,52.5891071,4409979.42485515,6873389.99830601
4123030243,39.6160997,52.5890718,4410044.04581956,6873383.54620285
4123030244,39.6149,52.58965,4409910.49582645,6873489.22975147
4123030246,39.6168055,52.58911,4410122.61511616,6873390.52836571
4123030247,39.6170145,52.589052,4410145.88088974,6873379.92717845
4123030248,39.6176368,52.5891541,4410215.15500886,6873398.58893304
4123030249,39.6178911,52.5891707,4410243.46355536,6873401.62307161
4123030250,39.6180365,52.5891376,4410259.64940933,6873395.57307356
4123030251,39.6182545,52.5890769,4410283.91705832,6873384.47837608
4123030252,39.6184953,52.5890575,4410310.7227917,6873380.93246284
4123030253,39.6187002,52.589166,4410333.53215537,6873400.76400817
4123030254,39.6175459,52.589466,4410205.03606714,6873455.59803089
4123030255,39.6191811,52.589041,4410387.06569849,6873377.91661003
4123030257,39.6189476,52.5882222,4410361.07259739,6873228.25863287
